fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221015 070510	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	974	TRUE	273107	0.00521600351308178	0.961534009506198	6	51	7551	26660000	54
20221015 071221	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	686	TRUE	273107	0.00501157663476756	0.999089368097609	980	458	9500	27080000	55
20221015 071853	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1415	TRUE	273107	0.00572303467256892	0.946917113558253	3289	211	7304	27240000	56
20221015 072711	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1852	TRUE	273107	0.00519985398584529	0.202173368232575	1949	115	7204	27920000	57
20221015 073405	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	819	TRUE	273107	0.00529599621940303	0.449275679632099	2273	103	5001	24640000	58
20221015 073523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	187	TRUE	273107	0.0336514045491399	0.864482497655594	1744	471	7962	27760000	59
20221015 074047	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1173	TRUE	273107	0.00570852930796832	0.631774930570885	5057	780	7583	26680000	60
20221015 074609	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	828	TRUE	273107	0.00552130553729273	0.2168643594599	1724	131	8582	27160000	61
20221015 075531	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1652	TRUE	273107	0.00515734976685962	0.987609756883238	1544	948	7461	27160000	62
20221015 075644	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	149	TRUE	273107	0.0694859952108081	0.516324322624989	1993	142	7474	27540000	63
20221015 080420	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1032	TRUE	273107	0.00650909816243622	0.484057165706171	1683	1024	5959	27210000	64
20221015 080508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	257	TRUE	273107	0.121671144414204	0.994117266645482	7969	412	7490	27020000	65
20221015 080531	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	273107	0.120039546006634	0.999070618836547	7991	470	10739	26530000	66
20221015 080610	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	273107	0.0642476902922431	0.999933364278673	7924	96	9470	27300000	67
20221015 080642	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	62	TRUE	273107	0.10802583350823	0.999992331558211	3369	91	9964	26640000	68
20221015 082104	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	4282	TRUE	273107	0.00516077733436901	0.27202034762551	7998	42	7288	27510000	69
20221015 082452	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1203	TRUE	273107	0.0125700188557402	0.995949870930884	7961	90	7494	27420000	70
