fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221014 185059	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	107	TRUE	273107	0.0431072735704534	0.999670418166476	3078	132	5001	17760000	40
20221014 185115	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	43	TRUE	273107	0.247227000031814	0.630819975498194	7999	261	5004	17280000	41
20221014 185143	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	77	TRUE	273107	0.295438379801104	0.46526514895505	4587	1024	5016	16450000	42
20221014 185759	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1525	TRUE	273107	0.0052058937003533	0.222190564453139	3462	136	5011	17820000	43
20221014 192241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1702	TRUE	273107	0.00528968939209852	0.902009179171449	18	1019	5001	1.8e+07	44
20221014 192527	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	617	TRUE	273107	0.0114935659789576	0.860703083795264	2523	1024	5003	17600000	45
20221014 193116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	756	TRUE	273107	0.0213275528440847	0.792154086762554	4	702	5000	17920000	46
20221014 194250	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3207	TRUE	273107	0.00579010235134446	0.200937816566375	1133	1022	5004	18240000	47
20221014 195515	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	808	TRUE	273107	0.00530020368329178	0.381905725283248	169	1019	5002	17440000	48
20221014 195957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1097	TRUE	273107	0.00641515704944009	0.200119384435426	4324	1001	5006	17590000	49
20221014 200041	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	107	TRUE	273107	0.0399997317046839	0.200021935803855	2552	1019	5005	17510000	50
20221014 200249	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	642	TRUE	273107	0.0129673170578545	0.758832127301656	4243	16	5002	17760000	51
20221014 200332	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1	TRUE	273107	0.279769974777721	0.997677215318955	112	860	5000	12640000	52
20221014 200356	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	71	TRUE	273107	0.160117713895878	0.842893672455081	3983	734	5000	17520000	53
20221014 200436	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	207	TRUE	273107	0.0513243941384404	0.818676494719251	7996	83	5000	17360000	54
20221014 200458	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	85	TRUE	273107	0.140316441148961	0.700421574887638	7999	710	5000	17440000	55
20221014 200531	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	273107	0.0792994400073205	0.59874021690109	5835	69	5002	17280000	56
20221014 200648	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	209	TRUE	273107	0.0306693424576083	0.941268624585236	1377	983	5002	1.8e+07	57
20221014 200701	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	22	TRUE	273107	0.299533756823834	0.828270212484861	6093	16	5003	17120000	58
20221014 201100	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1390	TRUE	273107	0.00633328275327235	0.984454415549084	7916	857	5001	17600000	59
20221014 201211	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	331	TRUE	273107	0.021966172663325	0.674133258668637	6839	743	5000	17440000	60
20221014 202116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2004	TRUE	273107	0.00505500904700896	0.292521596553895	1538	889	5000	18080000	61
20221014 202438	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	775	TRUE	273107	0.0105357321906472	0.312245365139819	7992	736	5001	17360000	62
20221014 202503	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	273107	0.109226894944311	0.749391244265006	3623	1024	5005	17590000	63
20221014 203144	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1563	TRUE	273107	0.00552764720297728	0.359483820170914	7988	22	7953	15940000	64
20221014 203210	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	75	TRUE	273107	0.0892987166752055	0.999433147749574	7459	637	5000	17200000	65
20221014 203227	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	273107	0.201527828811389	0.999960300047485	3746	16	5009	17910000	66
20221014 203244	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	48	TRUE	273107	0.214020785822212	0.980410476816879	5225	17	5007	17510000	67
20221014 203304	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	49	TRUE	273107	0.196656233877004	0.767707132508696	3645	21	5003	17040000	68
20221014 203318	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	30	TRUE	273107	0.252663388967059	0.999776601851451	3873	17	7035	15370000	69
20221014 203339	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	55	TRUE	273107	0.129766020239848	0.999904085411981	3289	755	5005	17590000	70
20221014 204502	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3410	TRUE	273107	0.00538073998361229	0.201413556084879	1724	1022	7188	16910000	71
20221014 205049	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1600	TRUE	273107	0.0051455904825184	0.90223750656626	8	27	5030	18340000	72
20221014 205119	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	273107	0.131129426980525	0.999264931378942	3852	42	5000	17360000	73
