fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221015 062242	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1363	TRUE	273107	0.00507544138333415	0.370520819723573	267	52	9772	27340000	49
20221015 063921	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1385	TRUE	273107	0.00501987712086942	0.304389608823338	205	773	9306	27310000	50
20221015 065333	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3897	TRUE	273107	0.0051320205620897	0.229692235356905	6303	857	8121	27520000	51
20221015 065752	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1090	TRUE	273107	0.00920256900450506	0.830607184083711	6039	467	8146	27390000	52
20221015 071720	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2654	TRUE	273107	0.00516146347571818	0.297743340264242	1092	923	8077	27850000	53
20221015 072640	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1230	TRUE	273107	0.00504294731239767	0.216812432823758	597	844	7502	27400000	54
20221015 074108	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	560	TRUE	273107	0.00500876067815172	0.479935834197101	170	916	8124	27680000	55
20221015 075144	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1727	TRUE	273107	0.00502525326869794	0.382060854294947	2166	922	8064	27560000	56
20221015 080348	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	757	TRUE	273107	0.00505423646179452	0.233034397394948	170	919	8162	27440000	57
20221015 081849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1908	TRUE	273107	0.00505203868193142	0.798328117988606	614	937	8058	27570000	58
20221015 083345	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1854	TRUE	273107	0.00504479170452322	0.325280675611782	433	617	7909	27790000	59
20221015 084038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	909	TRUE	273107	0.00634033887968387	0.302496746571559	1094	758	7905	27550000	60
20221015 084837	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	445	TRUE	273107	0.00523809787967575	0.340603355056257	13	316	7324	27280000	61
20221015 090021	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	771	TRUE	273107	0.00559590567903562	0.458614180021663	604	249	9222	27880000	62
20221015 090937	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2779	TRUE	273107	0.00511055332498417	0.937690488782395	6539	889	9186	27150000	63
20221015 092518	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1523	TRUE	273107	0.00544095293963494	0.652863318205031	392	568	6283	26880000	64
20221015 093612	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	684	TRUE	273107	0.0050364608705899	0.440868128752837	673	1019	8128	27990000	65
20221015 094637	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2779	TRUE	273107	0.00516217398135055	0.201548911735209	7544	950	8795	26890000	66
20221015 094719	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	273107	0.0792206850283132	0.980525906750703	5660	787	8073	27140000	67
20221015 095410	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1849	TRUE	273107	0.00529620186738431	0.88509497494	6641	897	8299	27330000	68
20221015 100325	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2349	TRUE	273107	0.00546706697872421	0.204009323502034	5756	903	9132	26940000	69
20221015 100355	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	57	TRUE	273107	0.118598411339636	0.999551121384574	7952	96	7647	26950000	70
