fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221014 152656	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	28	TRUE	273107	0.296854883372027	0.569308044202626	6256	29	14350	7060000	15
20221014 152713	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	16	TRUE	273107	0.262418942265969	0.345491285817698	2151	831	7867	14590000	16
20221014 152759	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	181	TRUE	273107	0.104209943361522	0.406572702107951	7566	987	6193	16180000	17
20221014 152820	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	70	TRUE	273107	0.226666450422897	0.234113094275817	7651	105	7417	15170000	18
20221014 152922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	89	TRUE	273107	0.0838574349473347	0.746913334382698	615	197	9421	14120000	19
20221014 152937	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	49	TRUE	273107	0.246153307676432	0.692100081518292	6812	918	12040	10160000	20
20221014 153056	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	197	TRUE	273107	0.0482447035510914	0.587814081020031	4022	467	5091	17260000	21
20221014 153745	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1311	TRUE	273107	0.00504971801598582	0.201398032985482	2162	228	5000	17760000	22
20221014 155141	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2046	TRUE	273107	0.0054720018705438	0.200882267333215	14	566	5006	17670000	23
20221014 155901	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1216	TRUE	273107	0.00616635214518364	0.359826767678542	48	64	5007	18070000	24
20221014 160736	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1265	TRUE	273107	0.00534743146976917	0.729776317805554	11	178	5002	17440000	25
20221014 160827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	187	TRUE	273107	0.0892082440090627	0.210126641721906	79	59	5002	16800000	26
20221014 161427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1111	TRUE	273107	0.00502265279518677	0.386020612508535	1386	33	5696	17650000	27
20221014 162000	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1231	TRUE	273107	0.0051554502085336	0.356207780893325	6403	26	5001	16800000	28
20221014 162523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	273	TRUE	273107	0.00502140583202601	0.36707972812101	12	240	5010	18060000	29
20221014 163608	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1895	TRUE	273107	0.00506807188367663	0.399559195797163	754	1023	5001	17680000	30
20221014 164306	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1295	TRUE	273107	0.00513762766228869	0.375928844657695	1688	395	5003	17920000	31
20221014 164846	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1140	TRUE	273107	0.00520012019366769	0.343884903605396	2822	732	5002	17600000	32
20221014 164910	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	273107	0.161377261535977	0.999359487227017	3899	1023	5004	16640000	33
20221014 170144	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1271	TRUE	273107	0.00509672508415213	0.31009395740819	527	199	5000	1.8e+07	34
20221014 170952	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	990	TRUE	273107	0.00510434127154714	0.459462043545748	1459	176	5004	17680000	35
20221014 172301	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1605	TRUE	273107	0.00526946471320509	0.328848903688394	1	348	5006	17910000	36
20221014 172323	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	273107	0.299530103126183	0.996650760834738	7970	1023	5001	16560000	37
20221014 174526	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1465	TRUE	273107	0.00504527988656331	0.680219663535283	30	862	5005	17270000	38
20221014 175439	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1233	TRUE	273107	0.00507857042545835	0.388784480066521	603	502	5000	17680000	39
20221014 180303	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1783	TRUE	273107	0.00505315737266366	0.203856599117495	0	130	5776	17410000	40
20221014 180743	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1159	TRUE	273107	0.00529041730986733	0.744308304960295	4333	1024	5002	17440000	41
20221014 180806	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	77	TRUE	273107	0.208028275004522	0.200582732324728	5041	1024	5006	16710000	42
20221014 180909	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	347	TRUE	273107	0.0251005400142136	0.754359964770372	7991	417	5003	16800000	43
20221014 181437	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1411	TRUE	273107	0.00553871825442489	0.205742378389422	1893	1023	5005	17830000	44
20221014 182050	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1371	TRUE	273107	0.00521496505800565	0.761187883986509	3181	259	5001	17440000	45
20221014 182108	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	61	TRUE	273107	0.207979487362869	0.703845908509053	7997	1024	5004	16400000	46
20221014 182123	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	35	TRUE	273107	0.299974187117492	0.980742785821406	4267	21	5002	16720000	47
20221014 182543	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1361	TRUE	273107	0.00763734985411498	0.998450103533767	15	16	5008	18230000	48
20221014 185429	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3629	TRUE	273107	0.00567663689817806	0.997071167630902	2	1023	5058	16450000	49
20221014 185619	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	688	TRUE	273107	0.0199956838650984	0.999971857671266	1516	16	5007	17910000	50
20221014 185635	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	32	TRUE	273107	0.299722462634363	0.288217125698261	7539	393	5009	15910000	51
20221014 185740	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	310	TRUE	273107	0.127207527860221	0.998931308459571	1	79	5008	15430000	52
20221014 185844	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	311	TRUE	273107	0.0611450158770747	0.20526570489775	1675	919	5000	17360000	53
20221014 185858	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	273107	0.299990679438284	0.999648782428297	7993	261	6619	16050000	54
20221014 185915	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	25	TRUE	273107	0.299947361058842	0.72232338706658	2628	1024	5010	16860000	55
20221014 190533	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1383	TRUE	273107	0.00516899553960601	0.326285137300641	4796	406	5004	17120000	56
20221014 190635	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	351	TRUE	273107	0.0458759251092467	0.976136192293565	7981	16	6255	16370000	57
20221014 191432	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1045	TRUE	273107	0.00528016250865039	0.56576443556305	2415	970	5002	18240000	58
20221014 192036	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1205	TRUE	273107	0.00520996239227082	0.593418115442508	2425	1024	5004	18160000	59
20221014 192753	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1397	TRUE	273107	0.00514289992701197	0.57401283329684	2891	969	5002	17680000	60
20221014 193138	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1056	TRUE	273107	0.00542283641450321	0.958734896064657	2269	16	5463	17800000	61
20221014 193205	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	51	TRUE	273107	0.299530978440895	0.277862906884752	4033	16	5002	16400000	62
20221014 193851	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1088	TRUE	273107	0.00507561521538207	0.556817794809009	2123	929	5001	18080000	63
20221014 194244	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	971	TRUE	273107	0.00637207367826554	0.997418539544874	6385	861	5004	17280000	64
20221014 194544	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	716	TRUE	273107	0.00504123627758137	0.999968417149533	512	17	6044	17040000	65
20221014 194731	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	583	TRUE	273107	0.0156183597117722	0.998612951304533	5022	203	5006	17110000	66
20221014 195320	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1207	TRUE	273107	0.00528575434944121	0.37885658046757	2420	18	5001	17840000	67
20221014 195854	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1509	TRUE	273107	0.00535226306236374	0.202234264124847	6468	1021	5003	16480000	68
20221014 200139	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	420	TRUE	273107	0.0128061799808915	0.404910005077225	2358	905	5008	17830000	69
20221014 200647	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1267	TRUE	273107	0.00502151373746994	0.78622636948213	2371	693	5005	17910000	70
